incident_id,source_agency,provider_bucket,incident__source__date_occurred,incident__context__region,incident__context__operator,incident__event__top_event,incident__event__incident_type,incident__event__summary,json_path
Status_Change_Summary_Bio-Lab_(Bio-Lab_R1)_C-AA,CSB,anthropic,2020-08-27,"Westlake, Louisiana, USA","Bio-Lab, Inc.",Loss of Containment,Chemical Fire and Release,"On August 27, 2020, Category 4 Hurricane Laura caused severe damage to multiple buildings storing trichloroisocyanuric acid (TCCA) at the Bio-Lab facility in Westlake, Louisiana. Rainwater contacted the exposed TCCA, initiating a chemical reaction and decomposition. The resulting heat started a fire and released a large plume of hazardous gases including toxic chlorine over the nearby community. No injuries were reported. The facility underwent approximately $250 million in redesign and reconstruction before resuming operations in March 2023.",data/structured/incidents/anthropic/Status_Change_Summary_Bio-Lab_(Bio-Lab_R1)_C-AA.json
Status_Change_Summary_CGA_(FFG_R9)_O-AREAR,UNKNOWN,anthropic,2021-01-28,"Gainesville, GA, USA",Foundation Food Group (FFG),Loss of Containment,Cryogenic Asphyxiation,"On January 28, 2021, liquid nitrogen overflowed from an immersion freezer at Foundation Food Group facility in Gainesville, GA while two maintenance employees were troubleshooting the equipment. The liquid nitrogen quickly vaporized and created an oxygen deficient atmosphere. Two maintenance employees were fatally injured. During rescue attempts, four additional employees were fatally injured and three more employees plus one firefighter were seriously injured from oxygen deprivation. The incident resulted in an estimated $1.95 million in damage.",data/structured/incidents/anthropic/Status_Change_Summary_CGA_(FFG_R9)_O-AREAR.json
Status_Change_Summary_CGA_(Watson_R1)_C-AA,CSB,anthropic,2020-01-24,"Houston, Texas, USA",Watson Grinding and Manufacturing Co.,Loss of Containment,Explosion and Fire,"On January 24, 2020, a leak of propylene from a high velocity oxygen fuel (HVOF) thermal spray process resulted in an explosion at the Watson Grinding facility in Houston, Texas. The leak was caused by a disconnected hose inside one of the facility's coating booths. The explosion fatally injured two employees and a member of the public, with two additional employees injured. The explosion damaged hundreds of nearby structures, including homes and several businesses.",data/structured/incidents/anthropic/Status_Change_Summary_CGA_(Watson_R1)_C-AA.json
Status_Change_Summary_Carbide_(Carbide_R02)_C-NLA,CSB,anthropic,2011-03-21,"Louisville, Kentucky, USA",Carbide Industries LLC,Loss of Containment - Furnace Explosion,Explosion,"On March 21, 2011, an electric arc furnace exploded at Carbide Industries in Louisville, Kentucky. Two workers sustained fatal injuries after hot gases and debris blown from the furnace broke through the double-pane reinforced glass window of the control room, which was located only 12 feet from the furnace. A third worker also sustained injuries. The investigation found that furnace overpressure events occurred a few times a year but were not investigated for root cause. Water leaks into the furnace could contribute to overpressure events, but Carbide did not have a robust inspection and mechanical integrity program. The close proximity of the control room to the furnace was not addressed despite previous overpressure events breaking control room windows.",data/structured/incidents/anthropic/Status_Change_Summary_Carbide_(Carbide_R02)_C-NLA.json
Status_Change_Summary_City_of_Dalton_MFG_R9_C-AA,CSB,anthropic,2004-04-12,"Dalton, Georgia",MFG Chemical Inc.,Loss of Containment,Toxic Gas Release,"On April 12, 2004, during first full-scale production of triallyl cyanurate at MFG Chemical's Callahan Road Plant in Dalton, Georgia, a runaway chemical reaction over-pressurized a 4000-gallon reactor, releasing highly toxic and flammable allyl alcohol and toxic allyl chloride into the community. More than 200 families were evacuated. One employee received chemical burns and 154 people, including 15 emergency responders, required decontamination and treatment. Emergency response was hampered by inadequate procedures, lack of protective equipment for police, unauthorized reentry of MFG personnel, and uncoordinated incident command.",data/structured/incidents/anthropic/Status_Change_Summary_City_of_Dalton_MFG_R9_C-AA.json
Status_Change_Summary_Cuisine_(Cuisine_R3),UNKNOWN,anthropic,2024-07-31,"Sterling, VA","Cuisine Solutions, Inc.",Loss of Containment,Toxic Release,"On July 31, 2024, anhydrous ammonia was discharged from a pressure relief device in the refrigeration system at the Cuisine Solutions facility in Sterling, VA. During the evacuation, workers were exposed to ammonia and four were seriously injured.",data/structured/incidents/anthropic/Status_Change_Summary_Cuisine_(Cuisine_R3).json
Status_Change_Summary_Didion_(Didion_R1)_C-AA,CSB,anthropic,2017-05-31,"Cambria, Wisconsin, USA","Didion Milling, Inc.",Loss of Containment,Explosion and Fire,"On May 31, 2017, an explosion and fire occurred at the Didion Milling facility in Cambria, Wisconsin. The fire spread throughout the facility resulting in multiple combustible dust explosions both within and external to the production equipment. Five employees were fatally injured and 14 were injured. Fatalities and injuries were caused by exposure to flames from combustible dust explosions and flash fires, and building collapse. The incident resulted in an estimated $15.37 million in property damage. The CSB investigation found ineffective combustible dust safety management, ineffective process safety leadership, and lack of regulatory coverage for combustible dusts.",data/structured/incidents/anthropic/Status_Change_Summary_Didion_(Didion_R1)_C-AA.json
Status_Change_Summary_DuPont_LaPorte_(DuPont_LaPorte_R1-R5)_C-NLA_3-5-2018,UNKNOWN,anthropic,2014-11-15,"La Porte, Texas, USA",E. I. du Pont de Nemours (DuPont),Loss of Containment,Toxic Chemical Release,"On November 15, 2014, nearly 24,000 pounds of methyl mercaptan was released inside the Lannate unit at the DuPont chemical manufacturing facility in La Porte, Texas. The release resulted in the fatalities of four employees (three operators and a shift supervisor) inside the Lannate manufacturing building. All four victims died from a combination of asphyxia and acute exposure to toxic chemicals including methyl mercaptan. Three victims were located on the third floor and one was descending the stairs between the third and second floor.",data/structured/incidents/anthropic/Status_Change_Summary_DuPont_LaPorte_(DuPont_LaPorte_R1-R5)_C-NLA_3-5-2018.json
Status_Change_Summary_EPA_(Honeywell_R4),CSB,anthropic,2021-10-01,"Geismar, Louisiana, USA",Honeywell Performance Materials and Technologies,Loss of Containment,Chemical Release,"Three separate chemical incidents occurred from October 2021 to June 2024 at the Honeywell facility in Geismar, Louisiana, involving releases of anhydrous hydrogen fluoride from the HFC-245fa unit. The first two incidents occurred during reactor startup and the third during planned maintenance work. One worker was fatally injured in the first incident, another was seriously injured in the third. The second incident resulted in substantial property damage and a release of over 800 lbs. of HF and over 1,600 lbs. of chlorine gas when a reboiler exploded.",data/structured/incidents/anthropic/Status_Change_Summary_EPA_(Honeywell_R4).json
Status_Change_Summary_Evergreen_Packaging_(Evergreen_R3-R5)_C-NLA,CSB,anthropic,2020-09-21,"Canton, North Carolina, USA",Evergreen Packaging,Loss of Containment - Fire,Fire during hot work in confined space,"On September 21, 2020, during a planned shutdown at Evergreen Packaging's paper mill in Canton, North Carolina, a fire started inside an upflow tower when an electric heat gun being used to warm resin fell into a five-gallon bucket containing flammable resin. Two contractors working inside connected process vessels (upflow and downflow towers) in a pulp bleaching unit were fatally injured. The incident occurred during simultaneous maintenance operations by two contract companies.",data/structured/incidents/anthropic/Status_Change_Summary_Evergreen_Packaging_(Evergreen_R3-R5)_C-NLA.json
Status_Change_Summary_FEMA_West_R7_F8_C-ERA,CSB,anthropic,2013-04-17,"West, Texas, USA",West Fertilizer Company,Loss of Containment - Explosion,Fire and Explosion,"On April 17, 2013, an explosion and fire occurred at the West Fertilizer Company (WFC), a fertilizer blending, retail, and distribution facility in West, Texas. The violent detonation of fertilizer grade ammonium nitrate (FGAN) fatally injured 12 emergency responders and three members of the public. Local hospitals treated more than 260 injured victims, many of whom required hospital admission. The blast completely destroyed the WFC facility and caused widespread damage to more than 150 offsite buildings.",data/structured/incidents/anthropic/Status_Change_Summary_FEMA_West_R7_F8_C-ERA.json
Status_Change_Summary_Gallatin_Hoeganaes_R11_C-UA,CSB,anthropic,2011-01-01,"Gallatin, Tennessee, USA",Hoeganaes Corporation,Loss of Containment,Flash Fire and Explosion,"Between January and May 2011, three iron dust-related incidents occurred at Hoeganaes Corporation in Gallatin, Tennessee. The first flash fire killed two workers, the second injured one, and the third incident - a hydrogen explosion with resulting iron dust flash fires - killed three and injured two. CSB investigation found inadequate fire department inspections despite the facility being covered by IFC 2006 which incorporates NFPA combustible dust standards. Only three inspections occurred in 12 years prior to the third accident, with no mention of combustible dust hazards despite previous incidents.",data/structured/incidents/anthropic/Status_Change_Summary_Gallatin_Hoeganaes_R11_C-UA.json
Status_Change_Summary_ICC_Third_Coast_C-UA,CSB,anthropic,2002-05-01,"Friendswood, Texas",Third Coast Industries,Loss of Containment - Fire,Fire,"On May 1, 2002, a fire erupted at the Third Coast Industries facility near Friendswood, Texas. The facility blended and packaged motor oils, hydraulic oils, and other highly flammable liquids. Firefighters were unable to control the fire, which burned for 24 hours and consumed 1.2 million gallons of combustible and flammable liquids, destroying the entire site. The facility lacked fire detection equipment, was unstaffed at night, and had no water source for fire suppression. One hundred residents were evacuated and a local school was closed.",data/structured/incidents/anthropic/Status_Change_Summary_ICC_Third_Coast_C-UA.json
